"count","results__id","results__challenge_id","results__user_id","results__team_id"
"","15691","36","316","106"
"","15940","85","302","103"
"","15954","85","358","119"
"","15959","86","302","103"
"","15964","85","177","61"
"","15985","86","177","61"
"","15991","87","302","103"
"","15992","53","73","29"
"","15999","87","177","61"
"","16013","89","177","61"
"","16029","88","302","103"
"","16030","65","105","39"
"","16034","89","302","103"
"","16048","79","469","162"
"","16056","90","177","61"
"","16064","90","302","103"
"","16139","91","302","103"
"","16143","88","177","61"
"","16155","43","314","106"
"","16164","92","302","103"
"","16173","120","191","64"
"","16179","101","358","119"
"","16190","102","358","119"
"","16200","97","358","119"
"","16218","87","358","119"
"","16234","88","358","119"
"","16238","93","302","103"
"","16241","95","94","36"
"","16244","89","358","119"
"","16247","90","358","119"
"","16254","94","302","103"
"","16258","96","94","36"
"","16285","62","60","25"
"","16292","45","316","106"
"","16318","97","302","103"
"","16346","136","313","106"
"","16393","98","302","103"
"","16396","99","302","103"
"","16400","100","302","103"
"","16408","110","309","104"
"","16414","137","313","106"
"","16415","101","302","103"
"","16421","102","302","103"
"","16442","49","313","106"
"","16467","104","302","103"
"","16491","57","64","25"
"","16509","62","417","143"
"","16514","58","120","43"
"","16532","139","120","43"
"","16546","27","395","132"
"","16548","120","483","114"
"","16575","139","237","76"
"","16583","81","222","71"
"","16605","105","105","39"
"","16659","65","339","114"
"","16666","103","358","119"
"","16678","104","358","119"
"","16693","62","210","68"
"","16698","86","358","119"
"","16706","98","358","119"
"","16711","99","358","119"
"","16716","100","358","119"
"","16717","118","105","39"
"","16720","63","330","111"
"","16732","139","111","40"
"","16734","91","358","119"
"","16736","114","389","130"
"","16740","92","358","119"
"","16745","93","358","119"
"","16749","94","358","119"
"","16751","95","358","119"
"","16787","119","105","39"
"","16801","119","483","114"
"","16803","74","83","31"
"","16811","63","189","64"
"","16836","46","316","106"
"","16856","56","276","92"
"","16888","51","192","64"
"","16897","68","94","36"
"","16923","111","83","31"
"","16985","116","417","143"
"","17020","27","51","23"
"","17036","39","316","106"
"","17050","42","311","106"
"","17051","128","105","39"
"","17061","44","314","106"
"","17083","31","55","23"
"","17127","110","237","76"
"","17143","78","210","68"
"","17144","112","223","72"
"","17154","113","83","31"
"","17155","128","339","114"
"","17163","114","223","72"
"","17167","115","223","72"
"","17168","120","105","39"
"","17177","28","130","47"
"","17178","28","309","104"
"","17180","29","130","47"
"","17194","31","130","47"
"","17214","128","306","104"
"","17226","133","189","64"
"","17230","40","316","106"
"","17236","63","483","114"
"","17265","114","83","31"
"","17278","139","210","68"
"","17283","115","389","130"
"","17287","112","389","130"
"","17289","128","189","64"
"","17313","120","130","47"
"","17323","67","483","114"
"","17327","121","105","39"
"","17331","121","339","114"
"","17360","82","339","114"
"","17369","91","130","47"
"","17388","82","105","39"
"","17394","105","328","111"
"","17428","81","339","114"
"","17436","120","74","29"
"","17499","65","328","111"
"","17552","129","306","104"
"","17587","67","328","111"
"","17610","60","339","114"
"","17614","83","339","114"
"","17615","75","315","106"
"","17681","84","62","25"
"","17704","75","83","31"
"","17785","60","105","39"
"","17790","117","194","65"
"","17810","58","330","111"
"","17830","82","191","64"
"","17834","139","339","114"
"","17840","121","64","25"
"","17896","114","120","43"
"","17903","73","111","40"
"","17908","81","105","39"
"","17944","116","83","31"
"","17947","110","229","73"
"","17978","57","331","111"
"","18003","139","308","104"
"","18009","71","328","111"
"","18071","73","61","25"
