"count","results__id","results__type","results__content","results__date","results__author_id","results__challenge_id","results__user_id","results__team_id","results__page_id"
"1","1","challenge","Pista: Para obtener un punto de apoyo es necesario realizar un ataque de phishing. En el caso de esta máquina, esperen la respuesta interactiva de un usuario que va a caer en sus engaños. Adelante y suerte, sean convincentes y piensen en como funciona el phishing en la vida real.","2020-10-25T21:31:00","477","76","null","null","null"
